scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	sample_name	breed	collected_by	collection_date	dev_stage	geo_loc_name	isolation_source	biosamplemodel	ena_first_public	ena_last_update	external_id	gal	gal_sample_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	broker_name	collecting_institution	common_name	geographic_location	habitat	identified_by	identifier_affiliation	lifestage	organism_part	project_name	sample_same_as	specimen_id	specimen_voucher	tolid	sample_type	species_type	developmetal_stage	isolate	host	collection	extraction	nucleic_acid_type	final_sample	conc.	vol	total_amount	sequencing_platform	raw_reads	clean_reads	raw_base(g)	clean_base(g)	effective_rate(%)	error_rate(%)	q20(%)	q30(%)	gc_content(%)	forward_read	reverse_read	tissue_type	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839836	SRX10056361	SRR13664695	SRA1193813	SRS8218801	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar6	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	82754708	24826412400	8115653155								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664695/SRR13664695.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664695/SRR13664695	gs://sra-pub-zq-104/SRR13664695/SRR13664695.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	NCM13	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	155	25	3875	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	82754708	80913996	24.8	24.3	97.78	0.03	97.11	92.22	39.17	R_6_1.fq.gz	R_6_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839835	SRX10056360	SRR13664696	SRA1193813	SRS8218800	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar5	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	58845549	17653664700	5735293831								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664696/SRR13664696.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664696/SRR13664696	gs://sra-pub-zq-104/SRR13664696/SRR13664696.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	NCM11	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	54	25	1350	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	58845549	57484121	17.7	17.2	97.69	0.03	97.2	92.48	39.93	R_5_1.fq.gz	R_5_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839834	SRX10056359	SRR13664697	SRA1193813	SRS8218799	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar4	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	55683679	16705103700	5407390779								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664697/SRR13664697.lite.1	s3://sra-pub-zq-2/SRR13664697/SRR13664697.lite.1	gs://sra-pub-zq-104/SRR13664697/SRR13664697.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	NCM10	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	31	25	775	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	55683679	54337668	16.7	16.3	97.58	0.03	97.37	92.79	40.77	R_4_1.fq.gz	R_4_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839833	SRX10056358	SRR13664698	SRA1193813	SRS8218798	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar3	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	56875504	17062651200	5306339937								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664698/SRR13664698.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664698/SRR13664698	gs://sra-pub-zq-104/SRR13664698/SRR13664698.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	NCM7	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	178	25	4450	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	56875504	55624526	17.1	16.7	97.8	0.03	97.99	94.2	39.57	R_3_1.fq.gz	R_3_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839848	SRX10056357	SRR13664699	SRA1193813	SRS8218797	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar18	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	67228892	19493409797	6394402595								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664699/SRR13664699.lite.1	s3://sra-pub-zq-2/SRR13664699/SRR13664699.lite.1	gs://sra-pub-zq-104/SRR13664699/SRR13664699.lite.1		NA		2019-09-21		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	AC+10	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	104	25	2600	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	67228892	65849458	20.2	19.8	97.95	0.03	97.09	92.16	39.97	R_18_1.fq.gz	R_18_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839847	SRX10056356	SRR13664700	SRA1193813	SRS8218796	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar17	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	69175265	19525833630	6333804176								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664700/SRR13664700.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664700/SRR13664700	gs://sra-pub-zq-104/SRR13664700/SRR13664700.lite.1		NA		2019-09-21		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	AC+9	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	91	25	2275	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	69175265	67988109	20.8	20.4	98.28	0.03	97.2	92.45	39.8	R_17_1.fq.gz	R_17_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839846	SRX10056355	SRR13664701	SRA1193813	SRS8218795	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar16	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	78336043	23500812900	7583484368								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664701/SRR13664701.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664701/SRR13664701	gs://sra-pub-zq-104/SRR13664701/SRR13664701.lite.1		NA		2019-09-21		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	AC+7	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	64	25	1600	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	78336043	76438769	23.5	22.9	97.58	0.03	97.37	92.81	41.5	R_16_1.fq.gz	R_16_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839845	SRX10056354	SRR13664702	SRA1193813	SRS8218794	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar15	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	65290259	19587077700	6451118887								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664702/SRR13664702.lite.1	s3://sra-pub-zq-2/SRR13664702/SRR13664702.lite.1	gs://sra-pub-zq-104/SRR13664702/SRR13664702.lite.1		NA		2019-09-21		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	AC+6	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	68	25	1700	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	65290259	63770716	19.6	19.1	97.67	0.03	96.92	91.89	40.26	R_15_1.fq.gz	R_15_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839844	SRX10056353	SRR13664703	SRA1193813	SRS8218793	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar14	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	67772424	20331727200	6627430794								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664703/SRR13664703.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664703/SRR13664703	gs://sra-pub-zq-104/SRR13664703/SRR13664703.lite.1		NA		2019-09-21		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	AC+5	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	18	25	450	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	67772424	66557204	20.3	20	98.21	0.03	97.16	92.37	39.98	R_14_1.fq.gz	R_14_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839843	SRX10056352	SRR13664704	SRA1193813	SRS8218792	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar13	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	71394653	21418395900	6978093955								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664704/SRR13664704.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664704/SRR13664704	gs://sra-pub-zq-104/SRR13664704/SRR13664704.lite.1		NA		2019-09-21		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	AC+2	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	73	25	1825	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	71394653	69806326	21.4	20.9	97.78	0.03	97.27	92.55	39.8	R_13_1.fq.gz	R_13_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839842	SRX10056351	SRR13664705	SRA1193813	SRS8218791	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar12	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	76176414	22852924200	7451284412								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664705/SRR13664705.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664705/SRR13664705	gs://sra-pub-zq-104/SRR13664705/SRR13664705.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	C+M13	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	240	25	6000	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	76176414	74628971	22.9	22.4	97.97	0.03	97.15	92.34	39.59	R_12_1.fq.gz	R_12_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
Athalia rosae	whole animal	Whole animal		male						no		PRJNA700827	SAMN17839841	SRX10056350	SRR13664706	SRA1193813	SRS8218790	SRP305451	Gene expression of adult male sawfly (Athalia rosae) in different chemical and behavioural settings	RNA seq of Athalia rosae: whole male adult	Novogene (Cambridge, UK) carried out library preparation (with a Ribo-Zero for rRNA removal) see below for details from report:After the QC procedures, mRNA from eukaryotic organisms is enriched using oligo(dT) beads, rRNA is removed using the Ribo-Zero kit that leaves the mRNA. The mRNA is then fragmented randomly by adding fragmentation buffer. The cDNA is synthesized by using mRNA template and random hexamers primer, after which a custom second-strand synthesis buffer (Illumina) , dNTPs, RNase H and DNA polymerase I are added to initiate the second-strand synthesis. Second, after a series of terminal repair, A ligation and sequencing adaptor ligation, the double-stranded cDNA library is completed through size selection and PCR enrichment. The quality control of library consists of three steps: 1) Qubit 2.0: tests the library concentration preliminarily, 2) Agilent 2100: tests the insert size, 3) Q-PCR: quantifies the library effective concentration precisely. The qualified libraries are fed into Illumina sequencers after pooling according to its effective concentration and expected data volume.			Ar11	paired	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina NovaSeq 6000	74159165	22247749500	7233436277								Univesitat Bielefeld	SUB9026963		37344	2022-02-28 00:03:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13664/SRR13664706/SRR13664706.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13664706/SRR13664706	gs://sra-pub-zq-104/SRR13664706/SRR13664706.lite.1		NA		2019-09-19		Germany: Bielefeld	F3 bred from wild ind	Invertebrate																									RNA	Insect	adult	C+M11	NA	Adults killed in liquid nitrogen and then stored at -80oC until extraction.	Invitrogen PureLink RNA Mini Kit with on column DNase treatment.	total RNA	Dissolved RNA-free or DEPC treated water	167	25	4175	NovaSeq6000 with S4 Flowcells (Illumina, CA, United States)	74159165	72383259	22.2	21.7	97.61	0.03	97.19	92.44	40.44	R_11_1.fq.gz	R_11_2.fq.gz		2759	33208	6656	50557	7399	2982298	37343	37344	Athalia rosae
