target_id	SRR1015531	SRR1015527	SRR1015523	SRR1015519	SRR1015515	SRR1015511	SRR1015507	SRR1015503	SRR1015499	SRR7772543	SRR7772544	SRR7772545	SRR7772546	SRR7772547	SRR7772548	SRR7772549	SRR7772550	SRR7772551	SRR7772554	SRR7772555	SRR7772559
lcl|NW_011626291.1_mrna_XM_011051238.1_38	1.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	8.0	33.0	20.0	0.0	3.0	2.0	10.0	1.0	0.0	4.0	0.0	0.0
lcl|NW_011626294.1_mrna_XM_011051359.1_39	2.28016	9.86569	2.55611	0.0	0.0	0.0	0.0	0.0	3.78116	53.4983	31.5018	45.006	20.8414	30.9232	16.8189	27.7853	21.4882	20.7435	13.7136	19.7682	24.5105
lcl|NW_011626302.1_mrna_XM_011051468.1_40	2.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626310.1_mrna_XM_011051602.1_41	0.0	2.20206	5.8476	0.0	3.30235	0.0	3.48623	0.0	0.0	148.985	53.7078	90.1296	38.5985	25.1289	31.6735	275.686	22.1477	89.2341	152.038	78.6801	15.7441
lcl|NW_011626321.1_ncrna_XR_845717.1_42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626324.1_mrna_XM_011051790.1_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	46.0	0.0	0.0	9.0	7.0	15.0	10.0	1.0	4.0	9.0	0.0
lcl|NW_011626327.1_mrna_XM_011051905.1_44	0.0	0.0	0.0	10.2887	0.0	24.5905	2.59524	0.0	2.1861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.7577	2.94272e-05	0.0
lcl|NW_011626331.1_mrna_XM_011052023.1_45	281.0	246.0	222.0	147.0	146.0	220.0	194.0	182.0	250.0	742.0	357.0	668.0	330.0	142.0	202.0	753.0	255.0	229.0	349.0	288.0	156.0
lcl|NW_011626337.1_mrna_XM_011052198.1_46	539.804	436.959	651.22	360.21	471.629	518.61	424.164	464.622	742.873	441.673	128.016	306.077	198.077	132.564	174.71	281.24	200.276	241.97	237.17	181.11	119.542
lcl|NW_011626337.1_mrna_XM_011052136.1_47	624.196	764.041	536.78	242.79	413.371	461.39	636.836	617.378	734.127	3568.33	1420.98	5408.92	2803.92	990.436	1335.29	3276.76	1388.72	1728.03	2092.83	1642.89	1101.46
lcl|NW_011626340.1_mrna_XM_011052299.1_48	0.00878617	0.00710051	0.0021655	0.00237867	0.00163049	0.00141097	0.0109544	0.00151254	29.1346	0.0	0.00066357	0.0	0.0	0.0	0.00110615	0.000648857	0.000839814	0.0	0.00560625	6.19525	0.0
lcl|NW_011626340.1_mrna_XM_011052375.1_49	0.0	0.000217219	0.0	0.0	0.000587286	0.0	0.0	0.000764723	14.5594	3.11539	0.0	0.0	3.17056e-05	3.19228	0.0	0.0	0.0	6.88006e-05	0.0	0.0	0.0
lcl|NW_011626340.1_mrna_XM_011052580.1_50	0.0	0.730995	0.0	0.0	9.7798	0.0	0.0	13.8108	0.0	0.0	0.0	0.0	1.03946	0.0	0.0	0.0	0.0	1.03547	0.0	0.0	0.0
lcl|NW_011626340.1_mrna_XM_011052497.1_51	20.2508	12.5427	19.2752	26.6321	12.5526	24.4675	25.3107	12.5298	3.94883e-08	0.0	6.14056	0.0	0.0	0.0	4.14623	13.3292	4.11615	0.0	10.4991	0.0	0.0
lcl|NW_011626343.1_mrna_XM_011052664.1_52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.258	0.0	0.0
lcl|NW_011626350.1_mrna_XM_011052898.1_53	41.0	36.0	37.0	17.0	22.0	16.0	61.0	47.0	44.0	128.0	59.0	145.0	135.0	63.0	75.0	140.0	34.0	115.0	73.0	78.0	69.0
lcl|NW_011626354.1_mrna_XM_011053017.1_54	12.0	6.0	10.0	5.0	0.0	3.0	2.0	0.0	7.0	58.0	119.0	7.0	38.0	49.0	40.0	48.0	40.0	16.0	50.0	63.0	26.0
lcl|NW_011626355.1_mrna_XM_011053145.1_55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00056	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626359.1_mrna_XM_011053261.1_56	17.8199	0.0	3.87132e-06	20.4084	28.1329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
lcl|NW_011626359.1_mrna_XM_011053318.1_57	39.6634	5.09455	77.389	54.6609	0.0	64.2169	17.8113	28.0566	57.0545	8.59996	1.21336	8.07404	3.79758	4.06063	2.68152	0.0	9.08285	2.2858	0.0	1.61546	0.0
lcl|NW_011626361.1_mrna_XM_011053429.1_58	4.0	4.0	9.0	8.0	9.0	10.0	93.0	14.0	31.0	20.0	6.0	9.0	14.0	9.0	14.0	102.0	4.0	1.0	16.0	33.0	1.0
lcl|NW_011626363.1_mrna_XM_011053548.1_59	622.0	677.0	613.0	198.0	215.0	346.0	224.0	252.0	424.0	4863.0	2479.0	7262.0	3859.0	985.0	1377.0	5037.0	1503.0	3025.0	2073.0	2022.0	1136.0
lcl|NW_011626364.1_mrna_XM_011053661.1_60	162.552	239.472	218.278	100.163	166.509	175.641	199.4	189.247	234.438	1309.1	525.489	1790.24	1055.05	368.215	486.207	1163.01	555.336	672.633	371.222	605.252	419.489
lcl|NW_011626373.1_mrna_XM_011053980.1_61	218.62	357.831	223.563	50.9627	122.767	158.345	87.7137	128.908	181.497	1119.46	650.27	1530.3	1064.6	305.817	340.669	635.8	450.664	443.957	293.666	510.677	369.702
lcl|NW_011626373.1_mrna_XM_011053850.1_62	6.71219	10.9594	8.66338	6.511	3.05745	4.91933	2.15465	9.36015	10.099	163.267	86.3799	69.5712	139.531	57.2003	59.5084	305.274	22.9274	54.0526	235.05	137.098	29.4515
lcl|NW_011626373.1_ncrna_XR_845961.1_63	2.39911	9.6584	5.03182	3.95292	7.6656	2.5682	1.17977	4.35031	10.7404	20.1466	24.3071	25.0393	11.3891	7.5202	5.84812	16.8297	25.9425	11.0865	12.0009	18.4559	25.5834
lcl|NW_011626375.1_mrna_XM_011054103.1_64	148.197	152.738	167.407	153.424	49.742	172.792	94.4492	73.9666	117.061	1003.99	185.319	382.399	208.867	230.511	262.448	843.495	305.625	248.289	517.568	447.92	193.557
lcl|NW_011626377.1_mrna_XM_011054281.1_65	494.254	529.061	316.259	263.617	217.902	215.442	605.811	387.232	429.666	2757.29	758.589	2339.55	1654.61	859.999	1174.83	3335.39	674.571	1662.17	1405.75	1502.15	668.08
lcl|NW_011626377.1_mrna_XM_011054216.1_66	2808.75	3489.94	2179.74	1817.38	2350.1	1608.56	4676.19	3390.77	2648.33	21587.7	10085.4	28586.5	15873.4	8180.0	9590.17	31032.6	6586.43	11397.8	13185.3	10896.9	5431.92
lcl|NW_011626377.1_mrna_XM_011054383.1_67	431.0	488.0	320.0	228.0	211.0	227.0	363.0	372.0	315.0	1930.0	1199.0	2704.0	1705.0	705.0	1066.0	2138.0	766.0	1213.0	1118.0	1182.0	566.0
lcl|NW_011626378.1_mrna_XM_011054500.1_68	51.0	63.0	108.0	37.0	23.0	62.0	284.0	56.0	93.0	574.0	39.0	93.0194	775.0	40.0	750.0	2928.0	146.0	161.0	1267.0	1446.0	63.0
lcl|NW_011626380.1_mrna_XM_011054607.1_69	2.60147	4.31705	1.5304	0.0	0.0	0.0	0.0	3.03429	0.0	86.1813	34.4519	0.0	44.9366	36.1481	27.2297	53.7066	35.559	71.6936	29.879	28.2999	29.2763
lcl|NW_011626382.1_mrna_XM_011054722.1_70	390.0	442.0	417.0	151.0	206.0	296.0	396.0	275.0	416.0	6424.0	3236.0	8797.0	4477.0	2357.0	2535.0	5190.0	2419.0	3849.0	3709.0	3223.0	2167.0
lcl|NW_011626382.1_mrna_XM_011054822.1_71	750.0	585.0	645.0	437.0	317.0	568.0	412.0	368.0	529.0	1103.0	280.0	1215.0	698.0	261.0	289.0	876.0	301.0	373.0	581.0	585.0	276.0
lcl|NW_011626386.1_mrna_XM_011054929.1_72	54.0	42.0	61.0	59.0	16.0	50.0	27.0	11.0	20.0	51.0	85.0	1.0	76.0	44.0	77.0	253.0	28.0	26.0	141.0	53.0	12.0
lcl|NW_011626391.1_mrna_XM_011055056.1_73	436.0	488.0	565.0	385.0	521.0	496.0	984.0	656.0	984.0	2120.0	857.0	2793.0	1472.0	690.0	930.0	2339.0	595.0	1057.0	1453.0	1293.0	604.0
lcl|NW_011626391.1_mrna_XM_011055184.1_74	761.0	827.0	879.0	413.0	258.0	546.0	538.0	504.0	816.0	2095.0	975.0	1486.0	920.0	625.0	840.0	1876.0	827.0	928.0	985.0	939.0	674.0
lcl|NW_011626394.1_mrna_XM_011055301.1_75	7.0	6.0	9.0	2.0	3.0	8.0	5.0	5.0	6.0	191.0	127.0	227.0	111.0	92.0	86.0	156.0	43.0	105.0	68.0	113.0	49.0
lcl|NW_011626398.1_mrna_XM_011055434.1_76	4.0	5.0	2.0	6.5	2.0	6.0	1.0	2.5	3.5	1.0	2.5	0.5	0.0	5.0	2.0	0.5	4.0	1.0	1.5	2.0	0.5
lcl|NW_011626398.1_mrna_XM_011055551.1_77	4.0	5.0	2.0	6.5	2.0	6.0	1.0	2.5	3.5	1.0	2.5	0.5	0.0	5.0	2.0	0.5	4.0	1.0	1.5	2.0	0.5
lcl|NW_011626401.1_mrna_XM_011055760.1_78	170.9	154.3	202.0	74.4943	59.0	122.363	203.0	115.972	185.0	463.879	120.0	196.0	188.0	117.434	404.0	647.0	154.885	196.487	400.751	331.976	117.0
lcl|NW_011626401.1_mrna_XM_011055670.1_79	8.10042	10.7002	0.0	10.5057	0.0	3.63691	0.0	6.02761	0.0	20.1206	0.0	0.0	0.0	11.5662	0.0	0.0	2.11498	9.51265	4.24872	5.02447	0.0
lcl|NW_011626402.1_mrna_XM_011055866.1_80	9.0	8.0	7.0	0.0	2.0	3.0	0.0	3.0	3.0	48.0	19.0	33.0	40.0	22.0	12.0	23.0	18.0	20.0	16.0	30.0	16.0
lcl|NW_011626402.1_mrna_XM_011055988.1_81	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	11.0	4.0	17.0	8.0	7.0	7.0	10.0	4.0	2.0	0.0	4.0	0.0
lcl|NW_011626404.1_mrna_XM_011056110.1_82	7.0	1.5	2.0	0.5	2.5	3.0	0.5	0.0	1.5	6.5	3.0	0.0	2.0	2.0	1.5	11.5	2.0	4.0	5.5	5.5	1.0
lcl|NW_011626404.1_mrna_XM_011056223.1_83	7.0	1.5	2.0	0.5	2.5	3.0	0.5	0.0	1.5	6.5	3.0	0.0	2.0	2.0	1.5	11.5	2.0	4.0	5.5	5.5	1.0
lcl|NW_011626405.1_mrna_XM_011056332.1_84	33.4551	29.2125	31.7443	6.79677	9.72574	19.7818	0.0	1.8458	24.3511	30.6154	0.0	0.5	12.1086	11.6592	6.65774	0.0	0.0	14.9758	12.5	17.1153	14.4106
lcl|NW_011626405.1_mrna_XM_011056437.1_85	33.4551	29.2125	31.7443	6.79677	9.72574	19.7818	0.0	1.8458	24.3511	30.6154	0.0	0.5	12.1086	11.6592	6.65774	0.0	0.0	14.9758	12.5	17.1153	14.4106
lcl|NW_011626406.1_mrna_XM_011056547.1_86	22.0	21.0	23.0	12.0	12.0	24.0	17.0	19.0	28.0	69.0	60.0	44.0	33.0	22.0	24.0	48.0	32.0	30.0	35.0	24.0	19.0
lcl|NW_011626408.1_ncrna_XR_846303.1_87	16.4127	9.54254	23.3265	0.279311	11.951	20.6585	17.7559	24.5785	13.3035	213.011	91.2247	100.453	8.52615	82.7108	64.3889	186.848	92.2222	74.055	64.0775	110.371	40.2451
lcl|NW_011626408.1_ncrna_XR_846302.1_88	0.0	8.58753	15.7712	18.4328	25.8275	23.3177	19.5728	0.0	0.0	57.0041	0.0	10.5743	34.9532	23.7322	25.8633	33.6675	21.5344	0.0	13.8342	28.7832	0.0
lcl|NW_011626408.1_ncrna_XR_846299.1_89	42.1287	34.1637	10.2612	0.0	0.0	0.0	5.44381e-08	4.91213	41.6969	14.886	6.24342	54.629	5.87295	13.2675	0.0	5.94547	18.3778	21.7758	8.32944	53.5252	19.526
lcl|NW_011626408.1_ncrna_XR_846295.1_90	30.0471	14.1985	14.8834	7.74996	0.0	0.0	3.06665	0.0	0.0	71.8911	92.6996	324.87	127.721	14.8938	82.63	41.1752	24.7117	57.9548	28.0533	40.2561	41.1569
lcl|NW_011626408.1_ncrna_XR_846306.1_91	0.0	6.28485	0.0	0.0	4.22151	0.0	0.0	0.0	0.0	2.49371	2.39915	0.0	0.0	0.0	0.0	0.0	0.0	4.73234	0.0	0.0	0.0
lcl|NW_011626408.1_ncrna_XR_846309.1_92	10.3306	14.326	3.75038	0.0	0.0	0.0	9.49682	0.0	18.0346	75.7507	63.9127	60.6806	87.5549	37.2158	27.1291	69.2997	12.5255	31.41	48.0599	62.4626	35.1694
lcl|NW_011626408.1_ncrna_XR_846293.1_93	48.081	37.8968	60.0073	12.538	0.0	14.0238	17.1079	32.5094	29.965	300.964	185.52	757.793	343.372	177.18	104.989	157.064	98.6283	149.072	193.646	188.602	131.903
lcl|NW_011626408.1_mrna_XM_011057714.1_94	83.5762	109.303	121.34	23.6437	12.3153	77.1377	36.3397	65.5598	55.1948	6109.71	2386.27	2528.42	1498.62	1689.94	1964.42	6354.47	3159.6	2108.71	3342.45	2682.7	1000.73
lcl|NW_011626408.1_mrna_XM_011057790.1_95	559.21	663.137	729.979	256.459	245.435	410.366	209.78	259.573	408.066	617.824	216.258	404.219	287.126	180.304	218.931	344.809	184.759	329.281	323.008	215.504	282.492
lcl|NW_011626408.1_mrna_XM_011057088.1_96	26.815	56.0982	31.8743	67.112	81.5857	79.5302	43.6408	40.6571	248.907	0.0	0.0	0.0	0.0	13.2435	0.0	4.36228	0.0	5.92777	0.0	0.0	0.0
lcl|NW_011626408.1_mrna_XM_011057254.1_97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626408.1_mrna_XM_011057342.1_98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626408.1_miscrna_XR_846249.1_99	95.995	38.4576	256.194	142.466	0.0	159.647	121.662	28.5687	174.653	1648.32	615.899	162.811	128.042	675.467	1058.9	1664.27	120.659	478.935	1082.77	606.261	300.806
lcl|NW_011626408.1_mrna_XM_011057024.1_100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626408.1_mrna_XM_011057170.1_101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lcl|NW_011626408.1_mrna_XM_011057876.1_102	77.7225	69.9541	88.3255	80.7852	27.9529	105.291	99.3599	127.628	211.068	28.203	15.2305	9.58801	6.25513	8.76776	8.05196	3.3086	0.0	4.27509	3.55095	4.07364	5.57562
lcl|NW_011626408.1_miscrna_XR_846273.1_103	170.648	278.868	95.7092	179.503	125.358	161.3	59.9262	128.077	112.46	1238.7	1051.83	1059.22	760.517	595.536	754.383	1268.13	1129.18	397.841	132.982	681.867	300.063
lcl|NW_011626408.1_mrna_XM_011057596.1_104	221.765	228.461	79.0189	263.039	184.741	149.779	297.651	563.001	544.153	2012.61	742.405	1602.81	880.756	526.586	833.31	1835.19	521.253	739.003	1054.78	839.199	581.713
lcl|NW_011626408.1_mrna_XM_011057428.1_105	59.1687	23.1456	95.9656	0.0	0.0	0.0	2.77466e-08	0.0	0.0	349.333	0.0	0.0	109.728	169.282	4.28497e-06	27.6519	82.2915	176.296	65.803	281.394	111.451
lcl|NW_011626408.1_mrna_XM_011057517.1_106	395.781	397.827	655.713	438.572	271.708	541.848	311.041	0.10285	301.521	0.0970093	0.00109902	0.0331089	89.3185	0.0860564	0.6539	0.0	0.00145762	0.00264552	0.00985781	0.0128023	0.00212402
lcl|NW_011626408.1_mrna_XM_011057977.1_107	1086.18	819.229	1034.03	316.714	317.836	636.183	231.474	275.901	337.496	13843.4	5577.86	11133.8	5800.54	3968.9	4929.61	14838.2	6395.39	5771.65	7679.91	7589.34	3591.05
lcl|NW_011626408.1_mrna_XM_011056911.1_108	335.548	214.252	309.429	220.861	218.934	327.215	296.882	400.208	429.424	556.463	433.622	404.489	302.444	300.072	289.487	454.52	337.496	238.54	23.3842	277.777	252.972
lcl|NW_011626408.1_mrna_XM_011056794.1_109	64.0	45.1403	56.2978	27.3292	15.0986	44.0982	33.1397	17.0373	54.0	386.485	164.616	253.0	231.156	125.292	157.327	289.164	130.837	150.0	63.0	196.342	93.2399
lcl|NW_011626408.1_mrna_XM_011058400.1_110	28.5217	6.15362	18.8428	8.05564	16.0552	22.2803	35.6662	34.5155	41.171	0.0	0.0	0.0	3.53863	0.0	18.8785	23.5882	144.9	0.0	0.0	0.0	0.0
lcl|NW_011626408.1_mrna_XM_011058518.1_111	825.705	1037.0	1186.85	293.718	516.0	779.408	588.236	765.978	1144.81	3371.45	2745.0	2103.42	1833.0	1390.98	1632.99	5142.18	2331.1	1479.13	1216.44	2280.46	789.191
lcl|NW_011626408.1_mrna_XM_011058601.1_112	213.295	0.0	35.1495	297.282	0.0	58.5922	70.764	41.0216	51.1854	1872.55	0.0	2097.58	950.004	348.016	190.006	29.8221	21.9029	640.869	1392.56	438.539	742.809
lcl|NW_011626408.1_mrna_XM_011059185.1_113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6259	0.0	0.0	0.0
lcl|NW_011626408.1_mrna_XM_011059107.1_114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03139	0.0	0.0	0.0	0.0	0.0	0.0	0.0
