scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	isolate	breed	host	isolation_source	collection_date	geo_loc_name	collected_by	biosamplemodel	condition_treatment	timeofseason_treatment	pair_id	cage	rna_type	dev_stage	description	strain	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562398	SRX3136091	SRR5980026	SRA602917	SRS2469012	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in November, biological replicate B		RNAseq for Megachile rotundata early season diapausing, lab managed bees sampled in November		First lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in November, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4639029	937083858	627926036			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980026.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980026/SRR5980026	gs://sra-pub-zq-104/SRR5980026/SRR5980026.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, lab managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562407	SRX3136090	SRR5980027	SRA602917	SRS2469014	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in January, biological replicate C		RNAseq for Megachile rotundata early season diapausing, lab managed bees sampled in January		Second lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in January, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4209459	850310718	574600113			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980027.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980027/SRR5980027	gs://sra-pub-zq-102/SRR5980027/SRR5980027.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, lab managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562401	SRX3136089	SRR5980028	SRA602917	SRS2469015	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in March, biological replicate A		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in March		First lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in March, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4108414	829899628	558256243			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980028.sralite.1	s3://sra-pub-zq-7/SRR5980028/SRR5980028.sralite.1	gs://sra-pub-zq-104/SRR5980028/SRR5980028.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562402	SRX3136088	SRR5980029	SRA602917	SRS2469017	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in March, biological replicate B		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in March		First lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in March, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3875524	782855848	523874145			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980029.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980029/SRR5980029	gs://sra-pub-zq-103/SRR5980029/SRR5980029.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562410	SRX3136087	SRR5980030	SRA602917	SRS2469013	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in January, biological replicate C		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in January		Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in January, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	5152766	1040858732	699366429			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980030.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980030/SRR5980030	gs://sra-pub-zq-102/SRR5980030/SRR5980030.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562398	SRX3136086	SRR5980031	SRA602917	SRS2469012	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in November, biological replicate C		RNAseq for Megachile rotundata early season diapausing, lab managed bees sampled in November		First lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in November, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3946336	797159872	533508492			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980031.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980031/SRR5980031	gs://sra-pub-zq-102/SRR5980031/SRR5980031.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, lab managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562403	SRX3136085	SRR5980032	SRA602917	SRS2469018	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in May, biological replicate C		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in May		First lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in May, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4510986	911219172	614324955			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980032.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980032/SRR5980032	gs://sra-pub-zq-102/SRR5980032/SRR5980032.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-05	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in May during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562397	SRX3136084	SRR5980033	SRA602917	SRS2469019	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in January, biological replicate B		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in January		Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in January, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3194069	645201938	434627694			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980033.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980033/SRR5980033	gs://sra-pub-zq-103/SRR5980033/SRR5980033.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562404	SRX3136083	SRR5980034	SRA602917	SRS2469020	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in November, biological replicate B		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in November		First lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in November, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	6218415	1256119830	850954824			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980034.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980034/SRR5980034	gs://sra-pub-zq-103/SRR5980034/SRR5980034.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562400	SRX3136082	SRR5980035	SRA602917	SRS2469016	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in November, biological replicate C		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in November		Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in November, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3893475	786481950	529208786			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980035.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980035/SRR5980035	gs://sra-pub-zq-102/SRR5980035/SRR5980035.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562402	SRX3136081	SRR5980036	SRA602917	SRS2469017	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in March, biological replicate B		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in March		Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in March, biological replicate B	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3871607	782064614	524398375			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:24	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980036.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980036/SRR5980036	gs://sra-pub-zq-103/SRR5980036/SRR5980036.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562406	SRX3136080	SRR5980037	SRA602917	SRS2469008	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in January, biological replicate A		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in January		First lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in January, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	5760248	1163570096	780170928			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980037.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980037/SRR5980037	gs://sra-pub-zq-103/SRR5980037/SRR5980037.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562406	SRX3136079	SRR5980038	SRA602917	SRS2469008	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in January, biological replicate C		RNAseq for Megachile rotundata early season diapausing, field managed bees sampled in January		Second lane of RNAseq for a Megachile rotundata early season diapausing, field managed bee sampled in January, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4190204	846421208	568352356			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980038.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980038/SRR5980038	gs://sra-pub-zq-103/SRR5980038/SRR5980038.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, field managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562401	SRX3136078	SRR5980039	SRA602917	SRS2469015	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in March, biological replicate A		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in March		Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in March, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4101106	828423412	558346768			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980039.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980039/SRR5980039	gs://sra-pub-zq-104/SRR5980039/SRR5980039.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562397	SRX3136077	SRR5980040	SRA602917	SRS2469019	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in January, biological replicate A		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in January		Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in January, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3966644	801262088	538985828			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980040.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980040/SRR5980040	gs://sra-pub-zq-103/SRR5980040/SRR5980040.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562404	SRX3136076	SRR5980041	SRA602917	SRS2469020	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in November, biological replicate C		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in November		Second lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in November, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4785685	966708370	653383916			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980041.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980041/SRR5980041	gs://sra-pub-zq-102/SRR5980041/SRR5980041.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562410	SRX3136075	SRR5980042	SRA602917	SRS2469013	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in January, biological replicate A		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in January		Second lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in January, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4637957	936867314	632870903			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980042.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980042/SRR5980042	gs://sra-pub-zq-103/SRR5980042/SRR5980042.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-01	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in January during the diapause termination stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562398	SRX3136074	SRR5980043	SRA602917	SRS2469012	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in November, biological replicate A		RNAseq for Megachile rotundata early season diapausing, lab managed bees sampled in November		First lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in November, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	4009364	809891528	542569066			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980043.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980043/SRR5980043	gs://sra-pub-zq-104/SRR5980043/SRR5980043.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, lab managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562399	SRX3136073	SRR5980044	SRA602917	SRS2469011	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	Second lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in May, biological replicate A		RNAseq for Megachile rotundata early season diapausing, lab managed bees sampled in May		Second lane of RNAseq for a Megachile rotundata early season diapausing, lab managed bee sampled in May, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3972374	802419548	537865672			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980044.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980044/SRR5980044	gs://sra-pub-zq-102/SRR5980044/SRR5980044.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-05	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from early season diapausing, lab managed bees sampled in May during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562408	SRX3136072	SRR5980045	SRA602917	SRS2469009	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in November, biological replicate A		RNAseq for Megachile rotundata late season diapausing, field managed bees sampled in November		First lane of RNAseq for a Megachile rotundata late season diapausing, field managed bee sampled in November, biological replicate A	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	5508410	1112698820	748330129			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980045.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980045/SRR5980045	gs://sra-pub-zq-104/SRR5980045/SRR5980045.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2010-11	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, field managed bees sampled in November during the diapause maintenance stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
Megachile rotundata	whole insect	Whole insect								no		PRJNA400265	SAMN07562396	SRX3136071	SRR5980046	SRA602917	SRS2469010	SRP116229	Environmental history impacts on gene expression during diapause development in Megachile rotundata	First lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in March, biological replicate C		RNAseq for Megachile rotundata late season diapausing, lab managed bees sampled in March		First lane of RNAseq for a Megachile rotundata late season diapausing, lab managed bee sampled in March, biological replicate C	paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina HiSeq 2000	3703010	748008020	505327484			200	0	Application Read	Forward	1	USDA-ARS	SUB2982486	29748214	143995	2018-06-26 16:54:23	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/980/SRR5980046.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5980046/SRR5980046	gs://sra-pub-zq-104/SRR5980046/SRR5980046.zq.1	Not applicable	Not applicable		USA:Utah alfalfa field	2011-03	USA:Utah	USDA ARS Pollinating Insects Research Unit, Logan, UT	Invertebrate						prepupae	Megachile roundata from late season diapausing, lab managed bees sampled in March during the post-diapause quiescent stage. RNAseq data is provided from three biological replicates, each run on two lanes.		2759	33208	6656	50557	7399	124286	132116	143995	Megachile rotundata
