scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	center	submitter_id	pubmed_id	taxid	published_date	NCBI_Link	AWS_Link	GCP_Link	tissue_normalized	tissue_original
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695849	ERX177585	ERR202900	ERA176748	ERS195821	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae323 Escovopsis on ants		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6492633	1168673940	759580326	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:09:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202900/ERR202900.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202900/ERR202900	gs://sra-pub-zq-106/ERR202900/ERR202900.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695858	ERX177588	ERR202903	ERA176748	ERS195824	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae376 Metarhizium on ants		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6496726	1169410680	761965870	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:09:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202903/ERR202903.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202903/ERR202903	gs://sra-pub-zq-106/ERR202903/ERR202903.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695856	ERX177595	ERR202910	ERA176748	ERS195831	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae226B Escovopsis on ants		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6534376	1176187680	726917677	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:11:11	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202910/ERR202910.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202910/ERR202910	gs://sra-pub-zq-106/ERR202910/ERR202910.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695852	ERX177586	ERR202901	ERA176748	ERS195822	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae323 Metarhizium on fungus		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6539804	1177164720	769212047	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:09:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202901/ERR202901.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202901/ERR202901	gs://sra-pub-zq-106/ERR202901/ERR202901.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695857	ERX177592	ERR202907	ERA176748	ERS195828	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae376 Control		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6542828	1177709040	749177330	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:11:11	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202907/ERR202907.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202907/ERR202907	gs://sra-pub-zq-106/ERR202907/ERR202907.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695846	ERX177593	ERR202908	ERA176748	ERS195829	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae226B Metarhizium on ants		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6565187	1181733660	752365647	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:11:11	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202908/ERR202908.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202908/ERR202908	gs://sra-pub-zq-106/ERR202908/ERR202908.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695850	ERX177590	ERR202905	ERA176748	ERS195826	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae376 Escovopsis on ants		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6584109	1185139620	731002474	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:10:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202905/ERR202905.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202905/ERR202905	gs://sra-pub-zq-106/ERR202905/ERR202905.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695851	ERX177591	ERR202906	ERA176748	ERS195827	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae376 Escovopsis on fungus		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6713384	1208409120	743874531	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:10:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202906/ERR202906.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202906/ERR202906	gs://sra-pub-zq-106/ERR202906/ERR202906.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695853	ERX177583	ERR202898	ERA176748	ERS195819	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae323 Metarhizium on ants		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6752305	1215414900	787998897	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:08:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202898/ERR202898.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202898/ERR202898	gs://sra-pub-zq-106/ERR202898/ERR202898.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695847	ERX177584	ERR202899	ERA176748	ERS195820	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae323 Metarhizium on fungus		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6779324	1220278320	793442896	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:08:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202899/ERR202899.sralite.1	s3://sra-pub-zq-5/ERR202899/ERR202899.sralite.1	gs://sra-pub-zq-106/ERR202899/ERR202899.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695854	ERX177587	ERR202902	ERA176748	ERS195823	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae323 Control		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6839992	1231198560	807134495	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:09:14	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202902/ERR202902.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202902/ERR202902	gs://sra-pub-zq-106/ERR202902/ERR202902.zq.1	whole_body	whole_body
Acromyrmex echinatior		whole_body						yes	no	no_tissue_label		PRJEB3394	SAMEA1695855	ERX177589	ERR202904	ERA176748	ERS195825	ERP002002	Differential gene expression in leaf-cutting ants after challenges with the pathogenic fungi Metarhizium and Escovopsis			Ae376 Metarhizium on fungus		unspecified	paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	6890460	1240282800	811677508	200.0			0.0	Application Read	Forward	1.0	KU	ena-SUBMISSION-KU-29-11-2012-19:38:25:063-1		103372	2013-01-28 22:10:12	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/202/ERR202904/ERR202904.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR202904/ERR202904	gs://sra-pub-zq-106/ERR202904/ERR202904.zq.1	whole_body	whole_body
Acromyrmex echinatior	heads	head					gyne heads	yes	yes	no		PRJNA223531	SAMN02380858	SRX366958	SRR1015507	SRA107955	SRS493084	SRP031846	Caste-specific RNA editomes in the leaf-cutting ant Acromyrmex echinatior	GSM1248670: RNA_Ae363_gyne_heads; Acromyrmex echinatior; RNA-Seq		RNA_Ae363_gyne_heads			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	19696265	3545327700	2483476923								GEO	GEO: GSE51576	25266559.0	103372	2015-07-22 17:04:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/015/SRR1015507/SRR1015507.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1015507/SRR1015507	gs://sra-pub-zq-104/SRR1015507/SRR1015507.zq.1	head	head
Acromyrmex echinatior	heads	head					large worker heads	yes	yes	no		PRJNA223531	SAMN02380868	SRX366962	SRR1015515	SRA107955	SRS493089	SRP031846	Caste-specific RNA editomes in the leaf-cutting ant Acromyrmex echinatior	GSM1248674: RNA_Ae356_large_worker_heads; Acromyrmex echinatior; RNA-Seq		RNA_Ae356_large_worker_heads			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	20717749	3729194820	2595912067								GEO	GEO: GSE51576	25266559.0	103372	2015-07-22 17:04:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/015/SRR1015515/SRR1015515.sralite.1	s3://sra-pub-zq-8/SRR1015515/SRR1015515.sralite.1	gs://sra-pub-zq-102/SRR1015515/SRR1015515.zq.1	head	head
Acromyrmex echinatior	heads	head					large worker heads	yes	yes	no		PRJNA223531	SAMN02380859	SRX366964	SRR1015519	SRA107955	SRS493091	SRP031846	Caste-specific RNA editomes in the leaf-cutting ant Acromyrmex echinatior	GSM1248676: RNA_Ae363_large_worker_heads; Acromyrmex echinatior; RNA-Seq		RNA_Ae363_large_worker_heads			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	20958591	3772546380	2626128833								GEO	GEO: GSE51576	25266559.0	103372	2015-07-22 17:04:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/015/SRR1015519/SRR1015519.sralite.1	s3://sra-pub-zq-4/SRR1015519/SRR1015519.sralite.1	gs://sra-pub-zq-102/SRR1015519/SRR1015519.zq.1	head	head
Acromyrmex echinatior	heads	head					gyne heads	yes	yes	no		PRJNA223531	SAMN02380857	SRX366956	SRR1015503	SRA107955	SRS493083	SRP031846	Caste-specific RNA editomes in the leaf-cutting ant Acromyrmex echinatior	GSM1248668: RNA_Ae356_gyne_heads; Acromyrmex echinatior; RNA-Seq		RNA_Ae356_gyne_heads			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	22099047	3977828460	2749604435								GEO	GEO: GSE51576	25266559.0	103372	2015-07-22 17:04:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/015/SRR1015503/SRR1015503.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1015503/SRR1015503	gs://sra-pub-zq-103/SRR1015503/SRR1015503.zq.1	head	head
Acromyrmex echinatior	heads	head					small worker heads	yes	yes	no		PRJNA223531	SAMN02380865	SRX366969	SRR1015531	SRA107955	SRS493096	SRP031846	Caste-specific RNA editomes in the leaf-cutting ant Acromyrmex echinatior	GSM1248682: RNA_Ae363_small_worker_heads; Acromyrmex echinatior; RNA-Seq		RNA_Ae363_small_worker_heads			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	22430797	4037543460	2798674391								GEO	GEO: GSE51576	25266559.0	103372	2015-07-22 17:04:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/015/SRR1015531/SRR1015531.sralite.1	s3://sra-pub-zq-6/SRR1015531/SRR1015531.sralite.1	gs://sra-pub-zq-102/SRR1015531/SRR1015531.zq.1	head	head
Acromyrmex echinatior	heads	head					small worker heads	yes	yes	no		PRJNA223531	SAMN02380864	SRX366967	SRR1015527	SRA107955	SRS493094	SRP031846	Caste-specific RNA editomes in the leaf-cutting ant Acromyrmex echinatior	GSM1248680: RNA_Ae356_small_worker_heads; Acromyrmex echinatior; RNA-Seq		RNA_Ae356_small_worker_heads			paired	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000	23193969	4174914420	2896285432								GEO	GEO: GSE51576	25266559.0	103372	2015-07-22 17:04:13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/015/SRR1015527/SRR1015527.sralite.1	s3://sra-pub-zq-6/SRR1015527/SRR1015527.sralite.1	gs://sra-pub-zq-102/SRR1015527/SRR1015527.zq.1	head	head
