GeneID	tau	highest	order
QIUM02000077.1	0.973166151023372	larvae	larvae|spermetheca|semen|whole adult body|egg|hindgut|thorax|malpighian tubules|ventriculus|queen thorax|ovaries|antennae|testis|embryo|head|unknown|antennal lobes|wing disc|thorax and abdomen|pupae|mushroom body|eviscerated abdomen with attached fat bodies and ovaries|hemolymph|abdomen|midgut|hypopharyngeal glands|whole adult body with viral enrichment|brain|oocyte|thoracic muscle|rectum|2nd thoracic ganglia|eviscerated abdomen and fat body|nasonov gland|fat body|abdominal integument|wings and thoracic dorsum|antennal lobes and subaesophageal ganglion (al) region of the brain|gut|mandibular glands|optic lobes|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|flight muscle and thoracic exoskeleton|pylori
QIUM02000079.1	0.770313303836857	pupae	pupae|malpighian tubules|egg|ovaries|larvae|unknown|oocyte|spermetheca|testis|mushroom body|pylori|2nd thoracic ganglia|brain|semen|thorax|gut|abdominal integument|wings and thoracic dorsum|fat body|midgut|hindgut|thorax and abdomen|male gonad|germline|nasonov gland|hemolymph|mandibular glands|antennal lobes|head|eviscerated abdomen and fat body|royal jelly|eviscerated abdomen with attached fat bodies and ovaries|ventriculus|embryo|hypopharyngeal glands|antennae|optic lobes|rectum|venom gland|head,chest|antennal lobes and subaesophageal ganglion (al) region of the brain|whole adult body|abdomen|eviscerated abdomen with attached fat bodies and inactive ovaries|queen thorax|thoracic muscle|whole adult body with viral enrichment|wing disc|flight muscle and thoracic exoskeleton|head and thorax
QIUM02000081.1	0.964881687725413	malpighian tubules	malpighian tubules|pylori|larvae|spermetheca|semen|antennae|rectum|ventriculus|hindgut|gut|abdominal integument|egg|ovaries|thorax and abdomen|hemolymph|wings and thoracic dorsum|unknown|midgut|germline|testis|abdomen|thorax|head and thorax|royal jelly|whole adult body|queen thorax|head|pupae|eviscerated abdomen with attached fat bodies and ovaries|fat body|head,chest|nasonov gland|2nd thoracic ganglia|male gonad|mushroom body|antennal lobes|embryo|venom gland|oocyte|antennal lobes and subaesophageal ganglion (al) region of the brain|flight muscle and thoracic exoskeleton|mandibular glands|eviscerated abdomen and fat body|wing disc|eviscerated abdomen with attached fat bodies and inactive ovaries|hypopharyngeal glands|brain|whole adult body with viral enrichment|optic lobes
QIUM02000082.1	0.94758395655301	pylori	pylori|larvae|malpighian tubules|spermetheca|semen|hindgut|antennae|ventriculus|midgut|thorax and abdomen|wings and thoracic dorsum|egg|oocyte|queen thorax|ovaries|thorax|unknown|pupae|male gonad|testis|whole adult body|abdomen|royal jelly|germline|abdominal integument|antennal lobes and subaesophageal ganglion (al) region of the brain|fat body|mushroom body|rectum|nasonov gland|head|hemolymph|2nd thoracic ganglia|gut|eviscerated abdomen with attached fat bodies and ovaries|whole adult body with viral enrichment|antennal lobes|wing disc|flight muscle and thoracic exoskeleton|embryo|eviscerated abdomen and fat body|head,chest|optic lobes|brain|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|mandibular glands
QIUM02000083.1	0.915782354698177	egg	egg|larvae|testis|spermetheca|2nd thoracic ganglia|hemolymph|mushroom body|antennal lobes|ovaries|semen|malpighian tubules|brain|pupae|unknown|ventriculus|antennal lobes and subaesophageal ganglion (al) region of the brain|male gonad|fat body|thorax|head|queen thorax|antennae|nasonov gland|mandibular glands|optic lobes|midgut|pylori|germline|hindgut|gut|rectum|abdominal integument|whole adult body|head,chest|thoracic muscle|hypopharyngeal glands|abdomen|royal jelly|thorax and abdomen|eviscerated abdomen with attached fat bodies and ovaries|flight muscle and thoracic exoskeleton|eviscerated abdomen and fat body|wings and thoracic dorsum|venom gland|oocyte|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body with viral enrichment|head and thorax|embryo|wing disc
QIUM02000084.1	0.910580418707614	egg	egg|larvae|2nd thoracic ganglia|spermetheca|testis|mushroom body|antennal lobes|semen|hemolymph|male gonad|brain|ovaries|antennal lobes and subaesophageal ganglion (al) region of the brain|pupae|malpighian tubules|fat body|unknown|head|queen thorax|ventriculus|optic lobes|thorax|midgut|hindgut|antennae|nasonov gland|mandibular glands|germline|pylori|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|abdominal integument|whole adult body|wings and thoracic dorsum|thoracic muscle|rectum|abdomen|royal jelly|flight muscle and thoracic exoskeleton|thorax and abdomen|head,chest|gut|hypopharyngeal glands|venom gland|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body with viral enrichment|wing disc|oocyte|embryo|head and thorax
QIUM02000085.1	0.864885890874228	ovaries	ovaries|spermetheca|malpighian tubules|eviscerated abdomen with attached fat bodies and ovaries|thoracic muscle|semen|larvae|mushroom body|hindgut|germline|egg|ventriculus|queen thorax|testis|head|2nd thoracic ganglia|flight muscle and thoracic exoskeleton|male gonad|midgut|antennae|gut|mandibular glands|eviscerated abdomen with attached fat bodies and inactive ovaries|venom gland|hemolymph|brain|antennal lobes and subaesophageal ganglion (al) region of the brain|nasonov gland|abdomen|eviscerated abdomen and fat body|unknown|thorax and abdomen|pupae|oocyte|rectum|antennal lobes|fat body|head,chest|optic lobes|thorax|hypopharyngeal glands|wings and thoracic dorsum|whole adult body with viral enrichment|head and thorax|whole adult body|pylori|abdominal integument|royal jelly|wing disc|embryo
QIUM02000086.1	0.922336052325004	larvae	larvae|spermetheca|semen|malpighian tubules|mushroom body|male gonad|antennal lobes|2nd thoracic ganglia|head|testis|pylori|hemolymph|fat body|ovaries|ventriculus|brain|head,chest|unknown|antennal lobes and subaesophageal ganglion (al) region of the brain|queen thorax|mandibular glands|eviscerated abdomen and fat body|optic lobes|thorax|pupae|germline|gut|hindgut|antennae|venom gland|midgut|nasonov gland|thoracic muscle|royal jelly|hypopharyngeal glands|flight muscle and thoracic exoskeleton|wings and thoracic dorsum|whole adult body|egg|rectum|abdomen|eviscerated abdomen with attached fat bodies and ovaries|thorax and abdomen|abdominal integument|embryo|oocyte|wing disc|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body with viral enrichment|head and thorax
QIUM02000093.1	0.97401097898955	larvae	larvae|spermetheca|semen|oocyte|thorax|egg|pylori|hindgut|antennae|whole adult body|embryo|queen thorax|ventriculus|malpighian tubules|pupae|testis|ovaries|whole adult body with viral enrichment|midgut|2nd thoracic ganglia|head|nasonov gland|eviscerated abdomen and fat body|unknown|fat body|antennal lobes and subaesophageal ganglion (al) region of the brain|mushroom body|hypopharyngeal glands|thorax and abdomen|wing disc|wings and thoracic dorsum|brain|abdomen|mandibular glands|antennal lobes|optic lobes|flight muscle and thoracic exoskeleton|abdominal integument|hemolymph|gut|germline
QIUM02000095.1	0.990817509365309	larvae	larvae|spermetheca|semen|hindgut|thorax|egg|malpighian tubules|whole adult body|male gonad|ventriculus|eviscerated abdomen and fat body|queen thorax|oocyte|head|antennae|ovaries|midgut|embryo|2nd thoracic ganglia|fat body|testis|antennal lobes and subaesophageal ganglion (al) region of the brain|germline|mushroom body|mandibular glands|head,chest|abdominal integument|whole adult body with viral enrichment|pylori|unknown|antennal lobes|wing disc|pupae|optic lobes|abdomen|nasonov gland|thorax and abdomen|hypopharyngeal glands|brain|hemolymph|eviscerated abdomen with attached fat bodies and inactive ovaries|gut|flight muscle and thoracic exoskeleton
QIUM02000098.1	0.966534499640685	spermetheca	spermetheca|larvae|semen|hindgut|malpighian tubules|antennae|egg|ovaries|whole adult body|ventriculus|pupae|queen thorax|embryo|thorax|2nd thoracic ganglia|male gonad|eviscerated abdomen and fat body|germline|pylori|midgut|hemolymph|head|wing disc|antennal lobes|nasonov gland|abdomen|abdominal integument|optic lobes|unknown|gut|mushroom body|mandibular glands|brain
QIUM02000100.1	0.956824116589541	larvae	larvae|mushroom body|thorax|hemolymph|2nd thoracic ganglia|head|spermetheca|pupae|ovaries|fat body|antennal lobes|abdomen|brain|thoracic muscle|semen|mandibular glands|malpighian tubules|hypopharyngeal glands|whole adult body|germline|antennal lobes and subaesophageal ganglion (al) region of the brain|optic lobes|nasonov gland|egg|unknown|queen thorax|eviscerated abdomen and fat body|venom gland|eviscerated abdomen with attached fat bodies and inactive ovaries|testis|rectum|abdominal integument|hindgut|eviscerated abdomen with attached fat bodies and ovaries|gut|royal jelly|whole adult body with viral enrichment|antennae|ventriculus|flight muscle and thoracic exoskeleton|head,chest|pylori|male gonad|thorax and abdomen|wings and thoracic dorsum|oocyte|head and thorax|embryo|midgut
QIUM02000101.1	0.98386559819806	larvae	larvae|spermetheca|semen|egg|hindgut|thorax|malpighian tubules|ovaries|ventriculus|antennae|queen thorax|pupae|embryo|whole adult body|unknown|head|oocyte|midgut|thoracic muscle|wing disc|testis|antennal lobes|male gonad|thorax and abdomen|mushroom body|germline|abdomen|hypopharyngeal glands|whole adult body with viral enrichment|head,chest|pylori|wings and thoracic dorsum|antennal lobes and subaesophageal ganglion (al) region of the brain|fat body|mandibular glands|eviscerated abdomen and fat body|nasonov gland|rectum|abdominal integument|eviscerated abdomen with attached fat bodies and ovaries|gut|eviscerated abdomen with attached fat bodies and inactive ovaries|brain|venom gland|hemolymph|flight muscle and thoracic exoskeleton|optic lobes
QIUM02000103.1	0.930674772682195	semen	semen|spermetheca|larvae|ovaries|queen thorax|hindgut|antennae|hemolymph|head|malpighian tubules|germline|male gonad|ventriculus|testis|eviscerated abdomen with attached fat bodies and ovaries|head,chest|venom gland|eviscerated abdomen and fat body|eviscerated abdomen with attached fat bodies and inactive ovaries|abdomen|thorax and abdomen|embryo|pupae|nasonov gland|hypopharyngeal glands|whole adult body|fat body|flight muscle and thoracic exoskeleton|rectum|royal jelly|thorax|egg|whole adult body with viral enrichment|midgut|wing disc|antennal lobes and subaesophageal ganglion (al) region of the brain|thoracic muscle|gut|head and thorax|mandibular glands|pylori|mushroom body|optic lobes|abdominal integument|oocyte|2nd thoracic ganglia|unknown|wings and thoracic dorsum|antennal lobes|brain
QIUM02000104.1	0.967247195396876	larvae	larvae|spermetheca|semen|egg|hindgut|malpighian tubules|thorax|mushroom body|ovaries|antennal lobes|brain|2nd thoracic ganglia|unknown|antennae|antennal lobes and subaesophageal ganglion (al) region of the brain|ventriculus|optic lobes|germline|queen thorax|pupae|head|whole adult body|hemolymph|testis|fat body|oocyte|gut|wings and thoracic dorsum|mandibular glands|pylori|male gonad|eviscerated abdomen with attached fat bodies and ovaries|wing disc|venom gland|head,chest|thorax and abdomen|midgut|nasonov gland|embryo|abdomen|eviscerated abdomen and fat body|rectum|abdominal integument|flight muscle and thoracic exoskeleton
QIUM02000105.1	0.97648775727667	ovaries	ovaries|antennae|semen|spermetheca|testis|eviscerated abdomen with attached fat bodies and ovaries|male gonad|eviscerated abdomen with attached fat bodies and inactive ovaries|wing disc|hypopharyngeal glands|hindgut|thorax and abdomen|larvae|queen thorax|flight muscle and thoracic exoskeleton|abdominal integument|malpighian tubules|ventriculus|2nd thoracic ganglia|germline|midgut|eviscerated abdomen and fat body|head|unknown|hemolymph|abdomen|nasonov gland|venom gland|thoracic muscle|brain|oocyte|rectum|wings and thoracic dorsum|antennal lobes|antennal lobes and subaesophageal ganglion (al) region of the brain|head,chest|mushroom body|embryo|whole adult body with viral enrichment|egg|gut|optic lobes|mandibular glands|head and thorax|fat body|pylori|whole adult body|pupae|royal jelly|thorax
QIUM02000106.1	0.985727538664154	whole adult body	whole adult body|ovaries|semen|larvae|spermetheca|pupae|hindgut|germline|head,chest|eviscerated abdomen with attached fat bodies and inactive ovaries|antennae|testis|embryo|head|rectum|egg|thorax and abdomen|antennal lobes|venom gland|wings and thoracic dorsum|hemolymph|thorax|fat body|mandibular glands|mushroom body|pylori|optic lobes|midgut|abdomen|brain
QIUM02000107.1	0.969013740590341	larvae	larvae|whole adult body|spermetheca|semen|egg|hindgut|thorax|ovaries|malpighian tubules|head|antennae|ventriculus|queen thorax|pupae|midgut|venom gland|optic lobes|male gonad|embryo|antennal lobes and subaesophageal ganglion (al) region of the brain|testis|antennal lobes|pylori|thorax and abdomen|oocyte|abdomen|fat body|germline|mushroom body|wing disc|wings and thoracic dorsum|abdominal integument|mandibular glands|rectum|whole adult body with viral enrichment|eviscerated abdomen and fat body|hemolymph|unknown|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen with attached fat bodies and inactive ovaries|brain|nasonov gland|gut|flight muscle and thoracic exoskeleton
QIUM02000109.1	0.961633929697061	larvae	larvae|spermetheca|brain|unknown|mushroom body|2nd thoracic ganglia|semen|pupae|testis|malpighian tubules|hindgut|antennal lobes and subaesophageal ganglion (al) region of the brain|egg|antennal lobes|optic lobes|ovaries|head|eviscerated abdomen and fat body|nasonov gland|ventriculus|fat body|pylori|midgut|abdominal integument|eviscerated abdomen with attached fat bodies and ovaries|male gonad|thorax|antennae|gut|rectum|eviscerated abdomen with attached fat bodies and inactive ovaries|thoracic muscle|thorax and abdomen|abdomen|whole adult body|mandibular glands|hemolymph|venom gland|oocyte|flight muscle and thoracic exoskeleton|wings and thoracic dorsum|whole adult body with viral enrichment|embryo|royal jelly|germline|hypopharyngeal glands|queen thorax|wing disc
QIUM02000112.1	0.979009070890568	spermetheca	spermetheca|larvae|semen|egg|hindgut|antennae|ventriculus|ovaries|male gonad|pupae|malpighian tubules|antennal lobes|queen thorax|wings and thoracic dorsum|unknown|2nd thoracic ganglia|thorax|oocyte|whole adult body|brain|wing disc|mushroom body|antennal lobes and subaesophageal ganglion (al) region of the brain|testis|nasonov gland|midgut|embryo|head|eviscerated abdomen and fat body|thorax and abdomen|hemolymph|optic lobes|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen with attached fat bodies and ovaries|germline|abdomen|abdominal integument|mandibular glands|gut|pylori|fat body
QIUM02000113.1	0.986247773811636	larvae	larvae|spermetheca|semen|unknown|hindgut|malpighian tubules|egg|whole adult body|thorax|head|mushroom body|ventriculus|testis|brain|2nd thoracic ganglia|antennal lobes and subaesophageal ganglion (al) region of the brain|male gonad|queen thorax|ovaries|antennal lobes|antennae|germline|gut|optic lobes|mandibular glands|midgut|hypopharyngeal glands|venom gland|head,chest|eviscerated abdomen with attached fat bodies and ovaries|pylori|wing disc|embryo|hemolymph|pupae|eviscerated abdomen with attached fat bodies and inactive ovaries|nasonov gland|abdomen|flight muscle and thoracic exoskeleton|rectum|fat body|thorax and abdomen|wings and thoracic dorsum
QIUM02000115.1	0.991158280376732	malpighian tubules	malpighian tubules|pylori|ventriculus|hindgut|antennae|rectum|larvae|spermetheca|gut|abdominal integument|thorax and abdomen|semen|male gonad|midgut|testis|wings and thoracic dorsum|unknown|head,chest|royal jelly|queen thorax|hemolymph|nasonov gland|ovaries|abdomen|fat body|oocyte|head and thorax|egg|germline|flight muscle and thoracic exoskeleton|eviscerated abdomen with attached fat bodies and ovaries|thorax|head|whole adult body|2nd thoracic ganglia|whole adult body with viral enrichment|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen and fat body|antennal lobes|antennal lobes and subaesophageal ganglion (al) region of the brain|pupae|mandibular glands|venom gland|mushroom body|thoracic muscle|wing disc|embryo|optic lobes|brain|hypopharyngeal glands
QIUM02000116.1	0.950823674832574	antennae	antennae|spermetheca|semen|larvae|malpighian tubules|hindgut|ovaries|hemolymph|queen thorax|unknown|ventriculus|testis|head|egg|mushroom body|pylori|thorax and abdomen|head,chest|nasonov gland|eviscerated abdomen and fat body|rectum|fat body|midgut|whole adult body|flight muscle and thoracic exoskeleton|head and thorax|eviscerated abdomen with attached fat bodies and ovaries|gut|germline|male gonad|abdominal integument|2nd thoracic ganglia|thorax|wings and thoracic dorsum|embryo|antennal lobes and subaesophageal ganglion (al) region of the brain|abdomen|mandibular glands|antennal lobes|brain|venom gland|optic lobes|pupae|hypopharyngeal glands
QIUM02000118.1	0.941159673777669	larvae	larvae|semen|ovaries|spermetheca|queen thorax|antennae|hindgut|hemolymph|germline|male gonad|thorax and abdomen|testis|malpighian tubules|embryo|head|abdomen|wing disc|pupae|head,chest|head and thorax|venom gland|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen with attached fat bodies and ovaries|mushroom body|ventriculus|unknown|fat body|egg|flight muscle and thoracic exoskeleton|eviscerated abdomen and fat body|antennal lobes and subaesophageal ganglion (al) region of the brain|nasonov gland|whole adult body with viral enrichment|whole adult body|pylori|midgut|rectum|mandibular glands|wings and thoracic dorsum|optic lobes|gut|abdominal integument|brain|thorax
QIUM02000126.1	0.981543484229201	larvae	larvae|spermetheca|semen|egg|malpighian tubules|hindgut|thorax|oocyte|pupae|antennae|queen thorax|whole adult body|head|eviscerated abdomen and fat body|2nd thoracic ganglia|eviscerated abdomen with attached fat bodies and inactive ovaries|antennal lobes and subaesophageal ganglion (al) region of the brain|ovaries|midgut|unknown|embryo|venom gland|wings and thoracic dorsum|wing disc|fat body|hemolymph|abdomen|thorax and abdomen|nasonov gland|optic lobes|mandibular glands|brain|mushroom body
QIUM02000129.1	0.964095171132848	larvae	larvae|spermetheca|semen|egg|hindgut|unknown|malpighian tubules|antennae|queen thorax|ovaries|mushroom body|ventriculus|thorax|oocyte|head|2nd thoracic ganglia|pupae|midgut|germline|antennal lobes|fat body|male gonad|whole adult body|abdominal integument|eviscerated abdomen with attached fat bodies and ovaries|thorax and abdomen|abdomen|brain|pylori|mandibular glands|wing disc|gut|hemolymph|rectum|embryo|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body with viral enrichment|nasonov gland|wings and thoracic dorsum|antennal lobes and subaesophageal ganglion (al) region of the brain|optic lobes|flight muscle and thoracic exoskeleton
QIUM02000130.1	0.990061645206502	malpighian tubules	malpighian tubules|pylori|antennae|larvae|rectum|ventriculus|male gonad|gut|hindgut|unknown|abdominal integument|spermetheca|head|thorax and abdomen|royal jelly|testis|head,chest|midgut|semen|wings and thoracic dorsum|eviscerated abdomen and fat body|abdomen|hemolymph|ovaries|head and thorax|oocyte|flight muscle and thoracic exoskeleton|nasonov gland|eviscerated abdomen with attached fat bodies and ovaries|queen thorax|germline|whole adult body with viral enrichment|fat body|mandibular glands|eviscerated abdomen with attached fat bodies and inactive ovaries|antennal lobes|2nd thoracic ganglia|whole adult body|mushroom body|thoracic muscle|antennal lobes and subaesophageal ganglion (al) region of the brain|egg|venom gland|thorax|pupae|wing disc|brain|embryo|optic lobes|hypopharyngeal glands
QIUM02000131.1	0.983528840586355	larvae	larvae|spermetheca|semen|hindgut|thorax|pupae|malpighian tubules|unknown|2nd thoracic ganglia|egg|mushroom body|antennae|eviscerated abdomen and fat body|head|ovaries|ventriculus|eviscerated abdomen with attached fat bodies and inactive ovaries|whole adult body|antennal lobes and subaesophageal ganglion (al) region of the brain|queen thorax|brain|antennal lobes|optic lobes|midgut|hemolymph|eviscerated abdomen with attached fat bodies and ovaries|thorax and abdomen|nasonov gland|abdomen|wing disc|pylori|testis|mandibular glands|embryo|rectum|abdominal integument|gut|fat body
QIUM02000134.1	0.979885349655384	larvae	larvae|spermetheca|semen|hindgut|egg|thorax|whole adult body|malpighian tubules|ventriculus|antennae|ovaries|pupae|midgut|embryo|eviscerated abdomen with attached fat bodies and ovaries|germline|head|thorax and abdomen|fat body|antennal lobes|brain|pylori|mushroom body|abdomen|unknown|wing disc
QIUM02000135.1	0.949893175100259	larvae	larvae|malpighian tubules|egg|antennal lobes|spermetheca|2nd thoracic ganglia|testis|brain|mushroom body|ovaries|germline|antennal lobes and subaesophageal ganglion (al) region of the brain|midgut|semen|oocyte|hindgut|ventriculus|gut|pylori|antennae|abdomen|fat body|eviscerated abdomen with attached fat bodies and ovaries|thorax|optic lobes|head|male gonad|abdominal integument|pupae|queen thorax|whole adult body|eviscerated abdomen and fat body|unknown|thorax and abdomen|nasonov gland|rectum|hemolymph|eviscerated abdomen with attached fat bodies and inactive ovaries|wings and thoracic dorsum|royal jelly|mandibular glands|embryo|venom gland|thoracic muscle|flight muscle and thoracic exoskeleton|whole adult body with viral enrichment|head and thorax|head,chest|wing disc|hypopharyngeal glands
QIUM02000139.1	0.985505471809308	spermetheca	spermetheca|semen|larvae|queen thorax|ovaries|ventriculus|embryo|head,chest|whole adult body|testis|hindgut|head|antennal lobes|malpighian tubules|nasonov gland|antennae|wing disc|thorax|eviscerated abdomen and fat body|egg|mandibular glands|thorax and abdomen|antennal lobes and subaesophageal ganglion (al) region of the brain|hemolymph|fat body|abdomen|gut|midgut|brain|mushroom body|unknown
QIUM02000142.1	0.929752829986624	spermetheca	spermetheca|larvae|semen|egg|hindgut|brain|2nd thoracic ganglia|testis|mushroom body|unknown|pupae|male gonad|ventriculus|nasonov gland|malpighian tubules|antennae|thorax|ovaries|eviscerated abdomen with attached fat bodies and ovaries|queen thorax|hemolymph|oocyte|antennal lobes|midgut|optic lobes|antennal lobes and subaesophageal ganglion (al) region of the brain|eviscerated abdomen and fat body|venom gland|fat body|pylori|eviscerated abdomen with attached fat bodies and inactive ovaries|germline|head|whole adult body|mandibular glands|abdominal integument|gut|abdomen|flight muscle and thoracic exoskeleton|royal jelly|thoracic muscle|wing disc|rectum|wings and thoracic dorsum|embryo|whole adult body with viral enrichment
QIUM02000145.1	0.975399689419875	semen	semen|2nd thoracic ganglia|ovaries|testis|spermetheca|antennal lobes and subaesophageal ganglion (al) region of the brain|antennae|pupae|mushroom body|antennal lobes|larvae|germline|hemolymph|hindgut|head|optic lobes|egg|midgut|ventriculus|malpighian tubules|pylori|brain|queen thorax|male gonad|flight muscle and thoracic exoskeleton|head,chest|mandibular glands|thoracic muscle|eviscerated abdomen with attached fat bodies and ovaries|unknown|fat body|royal jelly|oocyte|venom gland|thorax|eviscerated abdomen and fat body|abdomen|gut|whole adult body|embryo|wings and thoracic dorsum|thorax and abdomen|head and thorax|rectum|nasonov gland|hypopharyngeal glands|eviscerated abdomen with attached fat bodies and inactive ovaries|abdominal integument
QIUM02000147.1	0.997606606900023	hindgut	hindgut|spermetheca|semen|queen thorax|ovaries|thorax and abdomen|germline|antennal lobes and subaesophageal ganglion (al) region of the brain|abdomen|midgut|whole adult body|flight muscle and thoracic exoskeleton|mandibular glands|head|mushroom body|brain|antennae
QIUM02000148.1	0.970431730947164	spermetheca	spermetheca|larvae|malpighian tubules|semen|hindgut|rectum|pylori|ventriculus|antennae|ovaries|unknown|egg|gut|queen thorax|embryo|thorax and abdomen|whole adult body|hemolymph|thorax|head|eviscerated abdomen and fat body|testis|antennal lobes|eviscerated abdomen with attached fat bodies and ovaries|midgut|eviscerated abdomen with attached fat bodies and inactive ovaries|germline|flight muscle and thoracic exoskeleton|abdominal integument|pupae|abdomen|wing disc|fat body|mandibular glands|optic lobes|mushroom body|brain|head,chest|venom gland|head and thorax|2nd thoracic ganglia|royal jelly|antennal lobes and subaesophageal ganglion (al) region of the brain|thoracic muscle|wings and thoracic dorsum
QIUM02000154.1	0.982734301008481	spermetheca	spermetheca|semen|larvae|hindgut|ovaries|malpighian tubules|ventriculus|queen thorax|antennae|germline|egg|head|pylori|antennal lobes|thorax and abdomen|testis|wing disc|thorax|embryo|hemolymph|whole adult body|unknown|antennal lobes and subaesophageal ganglion (al) region of the brain|mushroom body|male gonad|rectum|optic lobes|abdomen|brain|gut|nasonov gland|mandibular glands|abdominal integument|pupae|eviscerated abdomen with attached fat bodies and inactive ovaries|midgut|wings and thoracic dorsum|venom gland|flight muscle and thoracic exoskeleton|fat body
QIUM02000155.1	0.964409340020664	larvae	larvae|spermetheca|semen|queen thorax|hindgut|thorax|malpighian tubules|2nd thoracic ganglia|egg|ovaries|ventriculus|whole adult body|male gonad|head|wing disc|testis|pupae|antennae|fat body|pylori|unknown|nasonov gland|antennal lobes and subaesophageal ganglion (al) region of the brain|thoracic muscle|mushroom body|germline|eviscerated abdomen and fat body|abdomen|midgut|embryo|mandibular glands|royal jelly|brain|eviscerated abdomen with attached fat bodies and ovaries|hypopharyngeal glands|flight muscle and thoracic exoskeleton|head and thorax|optic lobes|venom gland|hemolymph|antennal lobes|thorax and abdomen|abdominal integument|gut|whole adult body with viral enrichment
QIUM02000157.1	0.950439102695293	ovaries	ovaries|antennae|eviscerated abdomen with attached fat bodies and ovaries|eviscerated abdomen and fat body|eviscerated abdomen with attached fat bodies and inactive ovaries|flight muscle and thoracic exoskeleton|testis|abdomen|spermetheca|malpighian tubules|rectum|head|ventriculus|egg|semen|midgut|hypopharyngeal glands|larvae|thoracic muscle|abdominal integument|venom gland|hindgut|wing disc|nasonov gland|2nd thoracic ganglia|head,chest|male gonad|hemolymph|antennal lobes|germline|thorax|unknown|fat body|thorax and abdomen|brain|antennal lobes and subaesophageal ganglion (al) region of the brain|queen thorax|optic lobes|gut|wings and thoracic dorsum|mushroom body|royal jelly|embryo|head and thorax|whole adult body with viral enrichment|mandibular glands|pylori|whole adult body|oocyte|pupae
QIUM02000158.1	0.990250057764558	larvae	larvae|spermetheca|semen|unknown|malpighian tubules|hindgut|testis|ovaries|ventriculus|whole adult body|antennae|queen thorax|germline|hemolymph|egg|antennal lobes|mushroom body|eviscerated abdomen with attached fat bodies and ovaries|brain|antennal lobes and subaesophageal ganglion (al) region of the brain|head|thorax|pupae|embryo|2nd thoracic ganglia|eviscerated abdomen with attached fat bodies and inactive ovaries|midgut|optic lobes|fat body|thorax and abdomen|abdomen|mandibular glands|venom gland|wings and thoracic dorsum|pylori|flight muscle and thoracic exoskeleton|gut
QIUM02000161.1	0.941696481926949	semen	semen|spermetheca|antennae|eviscerated abdomen with attached fat bodies and inactive ovaries|eviscerated abdomen with attached fat bodies and ovaries|thorax and abdomen|abdominal integument|whole adult body with viral enrichment|wing disc|testis|embryo|flight muscle and thoracic exoskeleton|head|nasonov gland|ovaries|abdomen|wings and thoracic dorsum|venom gland|2nd thoracic ganglia|oocyte|male gonad|malpighian tubules|thoracic muscle|queen thorax|head and thorax|eviscerated abdomen and fat body|hindgut|head,chest|midgut|larvae|ventriculus|germline|fat body|egg|brain|unknown|royal jelly|whole adult body|thorax|mushroom body|rectum|gut|pupae|antennal lobes and subaesophageal ganglion (al) region of the brain|pylori|antennal lobes|hypopharyngeal glands|optic lobes|hemolymph|mandibular glands
QIUM02000162.1	0.97781128904253	larvae	larvae|spermetheca|semen|hindgut|thorax|antennae|ovaries|ventriculus|malpighian tubules|egg|whole adult body|queen thorax|eviscerated abdomen and fat body|head|embryo|unknown|testis|thorax and abdomen|abdominal integument|eviscerated abdomen with attached fat bodies and ovaries|pylori|eviscerated abdomen with attached fat bodies and inactive ovaries|pupae|abdomen|mushroom body|brain
QIUM02000163.1	0.984677648167689	larvae	larvae|semen|spermetheca|hindgut|egg|ovaries|whole adult body|thorax
QIUM02000165.1	0.971713296958083	larvae	larvae|spermetheca|semen|pupae|2nd thoracic ganglia|egg|brain|mushroom body|hindgut|unknown|pylori|whole adult body|thorax|malpighian tubules|ovaries|nasonov gland|antennae|thoracic muscle|antennal lobes and subaesophageal ganglion (al) region of the brain|ventriculus|queen thorax|head|antennal lobes|abdominal integument|mandibular glands|optic lobes|eviscerated abdomen with attached fat bodies and ovaries|abdomen|flight muscle and thoracic exoskeleton|thorax and abdomen|testis|embryo|whole adult body with viral enrichment|hypopharyngeal glands|oocyte|midgut|germline|eviscerated abdomen with attached fat bodies and inactive ovaries|hemolymph|venom gland|wing disc|fat body|royal jelly|eviscerated abdomen and fat body|wings and thoracic dorsum|gut|rectum|head and thorax|male gonad
QIUM02000167.1	0.97945577824006	larvae	larvae|spermetheca|semen|thorax|antennae|whole adult body|hindgut|ventriculus|venom gland|embryo|pupae|head|antennal lobes and subaesophageal ganglion (al) region of the brain|ovaries|brain|mushroom body
QIUM02000169.1	0.978738269030609	larvae	larvae|spermetheca|semen|egg|thorax|hindgut|whole adult body|malpighian tubules|antennae|ventriculus|queen thorax|testis|ovaries|embryo|germline|antennal lobes|head|eviscerated abdomen and fat body|midgut|abdomen|pylori|mushroom body|brain
